product category; product name; product description; price; product option; option value;nothing useful; product option; option value 
shirt;Hanes Men's ComfortSoft T-Shirt;Pack of 4;38;color;orange;;size;small
shirt;Hanes Men's ComfortSoft T-Shirt;Pack of 4;38;color;orange;;size;medium
shirt;Hanes Men's ComfortSoft T-Shirt;Pack of 4;38;color;orange;;size;large
shirt;Hanes Men's ComfortSoft T-Shirt;Pack of 4;38;color;orange;;size;x-large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;yellow;;size;small
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;yellow;;size;medium
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;yellow;;size;large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;yellow;;size;x-large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;orange;;size;small
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;orange;;size;medium
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;orange;;size;large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;orange;;size;x-large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;royal blue;;size;small
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;royal blue;;size;medium
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;royal blue;;size;large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;royal blue;;size;x-large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;gray;;size;small
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;gray;;size;medium
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;gray;;size;large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;gray;;size;x-large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;black;;size;small
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;black;;size;medium
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;black;;size;large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;black;;size;x-large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;maroon;;size;small
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;maroon;;size;medium
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;maroon;;size;large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;maroon;;size;x-large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;sky blue;;size;small
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;sky blue;;size;medium
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;sky blue;;size;large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;sky blue;;size;x-large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;red;;size;small
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;red;;size;medium
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;red;;size;large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;red;;size;x-large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;hunter green;;size;small
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;hunter green;;size;medium
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;hunter green;;size;large
shirt;Hanes Men's FreshIQ V-Neck T-Shirts;Pack of 6;26;color;hunter green;;size;x-large
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;black;;size;small
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;black;;size;medium
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;black;;size;large
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;black;;size;x-large
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;gray;;size;small
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;gray;;size;medium
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;gray;;size;large
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;gray;;size;x-large
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;sky blue;;size;small
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;sky blue;;size;medium
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;sky blue;;size;large
shirt;Hanes Men's Graphic T-Shirt - Americana Collection;;21;color;sky blue;;size;x-large
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;royal blue;;size;small
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;royal blue;;size;medium
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;royal blue;;size;large
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;royal blue;;size;x-large
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;red;;size;small
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;red;;size;medium
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;red;;size;large
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;red;;size;x-large
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;pink;;size;small
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;pink;;size;medium
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;pink;;size;large
shirt;Hanes Men's Humor Graphic T-Shirt;;22;color;pink;;size;x-large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;hunter green;;size;small
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;hunter green;;size;medium
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;hunter green;;size;large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;hunter green;;size;x-large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;sky blue;;size;small
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;sky blue;;size;medium
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;sky blue;;size;large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;sky blue;;size;x-large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;red;;size;small
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;-35;color;red;;size;medium
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;red;;size;large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;red;;size;x-large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;purple;;size;small
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;purple;;size;medium
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;purple;;size;large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;purple;;size;x-large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;black;;size;small
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;black;;size;medium
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;black;;size;large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;black;;size;x-large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;gray;;size;small
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;gray;;size;medium
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;gray;;size;large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;gray;;size;x-large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;royal blue;;size;small
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;royal blue;;size;medium
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;royal blue;;size;large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;royal blue;;size;x-large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;orange;;size;small
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;orange;;size;medium
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;orange;;size;large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;orange;;size;x-large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;maroon;;size;small
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;maroon;;size;medium
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;maroon;;size;large
shirt;Hanes Men's Long-Sleeve Premium T-Shirt;Pack of 2;35;color;maroon;;size;x-large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;royal blue;;size;small
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;royal blue;;size;medium
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;royal blue;;size;large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;royal blue;;size;x-large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;pink;;size;small
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;pink;;size;medium
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;pink;;size;large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;pink;;size;x-large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;red;;size;small
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;red;;size;medium
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;red;;size;large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;red;;size;x-large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;gray;;size;small
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;gray;;size;medium
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;gray;;size;large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;gray;;size;x-large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;black;;size;small
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;black;;size;medium
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;black;;size;large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;black;;size;x-large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;yellow;;size;small
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;yellow;;size;medium
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;yellow;;size;large
shirt;Hanes Men's Nano Premium Cotton T-Shirt;100% Cotton, 2 pack;14;color;yellow;;size;x-large
shirt;Hanes Men's Nano Premium Cotton V-Neck T-Shirt;Pack of 2;10;color;red;;size;small
shirt;Hanes Men's Nano Premium Cotton V-Neck T-Shirt;Pack of 2;10;color;red;;size;medium
shirt;Hanes Men's Nano Premium Cotton V-Neck T-Shirt;Pack of 2;10;color;red;;size;large
shirt;Hanes Men's Nano Premium Cotton V-Neck T-Shirt;Pack of 2;10;color;red;;size;x-large
shirt;Hanes Men's Nano Premium Cotton V-Neck T-Shirt;Pack of 2;10;color;hunter green;;size;small
shirt;Hanes Men's Nano Premium Cotton V-Neck T-Shirt;Pack of 2;10;color;hunter green;;size;medium
shirt;Hanes Men's Nano Premium Cotton V-Neck T-Shirt;Pack of 2;10;color;hunter green;;size;large
shirt;Hanes Men's Nano Premium Cotton V-Neck T-Shirt;Pack of 2;10;color;hunter green;;size;x-large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;royal blue;;size;small
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;royal blue;;size;medium
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;royal blue;;size;large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;royal blue;;size;x-large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;orange;;size;small
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;orange;;size;medium
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;orange;;size;large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;orange;;size;x-large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;hunter green;;size;small
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;hunter green;;size;medium
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;hunter green;;size;large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;hunter green;;size;x-large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;black;;size;small
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;black;;size;medium
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;black;;size;large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;black;;size;x-large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;maroon;;size;small
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;maroon;;size;medium
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;maroon;;size;large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;maroon;;size;x-large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;gray;;size;small
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;gray;;size;medium
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;gray;;size;large
shirt;Hanes Men's Short Sleeve Beefy T-Shirt;;15;color;gray;;size;x-large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt;;34;color;purple;;size;small
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt;;34;color;purple;;size;medium
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt;;34;color;purple;;size;large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt;;34;color;purple;;size;x-large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt;;34;color;pink;;size;small
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt;;34;color;pink;;size;medium
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt;;34;color;pink;;size;large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt;;34;color;pink;;size;x-large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;yellow;;size;small
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;yellow;;size;medium
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;yellow;;size;large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;yellow;;size;x-large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;pink;;size;small
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;pink;;size;medium
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;pink;;size;large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;pink;;size;x-large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;gray;;size;small
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;gray;;size;medium
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;gray;;size;large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;gray;;size;x-large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;red;;size;small
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;red;;size;medium
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;red;;size;large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;red;;size;x-large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;black;;size;small
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;black;;size;medium
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;black;;size;large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;black;;size;x-large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;purple;;size;small
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;purple;;size;medium
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;purple;;size;large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;purple;;size;x-large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;maroon;;size;small
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;maroon;;size;medium
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;maroon;;size;large
shirt;Hanes Men's Short-Sleeve Beefy T-Shirt with Pocket;;31;color;maroon;;size;x-large
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;black;;size;small
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;black;;size;medium
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;black;;size;large
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;black;;size;x-large
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;maroon;;size;small
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;maroon;;size;medium
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;maroon;;size;large
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;maroon;;size;x-large
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;red;;size;small
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;red;;size;medium
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;red;;size;large
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;red;;size;x-large
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;pink;;size;small
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;pink;;size;medium
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;pink;;size;large
shirt;Hanes Men's Tagless Comfortsoft Crewneck T-shirt;Pack of 5;14;color;pink;;size;x-large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;purple;;size;small
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;purple;;size;medium
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;purple;;size;large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;purple;;size;x-large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;royal blue;;size;small
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;royal blue;;size;medium
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;royal blue;;size;large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;royal blue;;size;x-large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;black;;size;small
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;black;;size;medium
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;black;;size;large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;black;;size;x-large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;orange;;size;small
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;orange;;size;medium
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;orange;;size;large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;orange;;size;x-large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;sky blue;;size;small
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;sky blue;;size;medium
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;sky blue;;size;large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;sky blue;;size;x-large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;gray;;size;small
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;gray;;size;medium
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;gray;;size;large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;gray;;size;x-large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;pink;;size;small
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;pink;;size;medium
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;pink;;size;large
shirt;Hanes Men's Tall Short-Sleeve Beefy T-Shirt;Pack of 2;40;color;pink;;size;x-large
shirt;Hanes mens 6.1 oz. Beefy;;18;color;yellow;;size;small
shirt;Hanes mens 6.1 oz. Beefy;;18;color;yellow;;size;medium
shirt;Hanes mens 6.1 oz. Beefy;;18;color;yellow;;size;large
shirt;Hanes mens 6.1 oz. Beefy;;18;color;yellow;;size;x-large
shirt;Hanes mens 6.1 oz. Beefy;;18;color;pink;;size;small
shirt;Hanes mens 6.1 oz. Beefy;;18;color;pink;;size;medium
shirt;Hanes mens 6.1 oz. Beefy;;18;color;pink;;size;large
shirt;Hanes mens 6.1 oz. Beefy;;18;color;pink;;size;x-large
shirt;Hanes mens 6.1 oz. Beefy-T;;39;color;orange;;size;small
shirt;Hanes mens 6.1 oz. Beefy-T;;39;color;orange;;size;medium
shirt;Hanes mens 6.1 oz. Beefy-T;;39;color;orange;;size;large
shirt;Hanes mens 6.1 oz. Beefy-T;;39;color;orange;;size;x-large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;gray;;size;small
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;gray;;size;medium
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;gray;;size;large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;gray;;size;x-large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;red;;size;small
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;red;;size;medium
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;red;;size;large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;red;;size;x-large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;orange;;size;small
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;orange;;size;medium
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;orange;;size;large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;orange;;size;x-large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;yellow;;size;small
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;yellow;;size;medium
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;yellow;;size;large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;yellow;;size;x-large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;black;;size;small
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;black;;size;medium
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;black;;size;large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;black;;size;x-large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;maroon;;size;small
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;maroon;;size;medium
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;maroon;;size;large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;maroon;;size;x-large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;sky blue;;size;small
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;sky blue;;size;medium
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;sky blue;;size;large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;sky blue;;size;x-large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;purple;;size;small
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;purple;;size;medium
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;purple;;size;large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;purple;;size;x-large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;hunter green;;size;small
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;hunter green;;size;medium
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;hunter green;;size;large
shirt;Hanes Short Sleeve Beefy T-Shirt;;13;color;hunter green;;size;x-large
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;hunter green;;size;small
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;hunter green;;size;medium
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;hunter green;;size;large
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;hunter green;;size;x-large
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;gray;;size;small
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;gray;;size;medium
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;gray;;size;large
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;gray;;size;x-large
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;black;;size;small
shirt;Hanes Ultimate Short Sleeve Beefy-T Shirt;100% Cotton;39;color;black;;size;medium
